chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
phage_lambda	CHG	OT	1	24	112	76	119	79
phage_lambda	CHG	OT	1	25	107	74	113	77
phage_lambda	CHG	OT	1	26	93	74	94	80
phage_lambda	CHG	OT	1	27	113	78	121	82
phage_lambda	CHG	OT	1	28	101	67	108	70
phage_lambda	CHG	OT	1	29	115	76	120	80
phage_lambda	CHG	OT	1	3	62	39	64	39
phage_lambda	CHG	OT	1	30	84	77	89	81
phage_lambda	CHG	OT	1	31	98	88	105	90
phage_lambda	CHG	OT	1	32	123	85	129	87
phage_lambda	CHG	OT	1	33	109	80	116	84
phage_lambda	CHG	OT	1	34	105	77	111	81
phage_lambda	CHG	OT	1	35	111	85	116	86
phage_lambda	CHG	OT	1	36	102	80	108	83
phage_lambda	CHG	OT	1	37	119	76	127	84
phage_lambda	CHG	OT	1	38	109	79	114	87
phage_lambda	CHG	OT	1	39	107	81	112	87
phage_lambda	CHG	OT	1	4	63	51	64	53
phage_lambda	CHG	OT	1	40	114	66	125	70
phage_lambda	CHG	OT	1	41	96	69	102	74
phage_lambda	CHG	OT	1	42	116	69	126	71
phage_lambda	CHG	OT	1	43	105	69	105	74
phage_lambda	CHG	OT	1	44	117	76	124	77
phage_lambda	CHG	OT	1	45	91	56	97	60
phage_lambda	CHG	OT	1	46	105	65	121	69
phage_lambda	CHG	OT	1	47	84	76	86	79
phage_lambda	CHG	OT	1	48	102	67	111	72
phage_lambda	CHG	OT	1	49	106	55	109	56
phage_lambda	CHG	OT	1	5	66	47	69	48
phage_lambda	CHG	OT	1	50	79	63	89	67
phage_lambda	CHG	OT	1	51	96	56	107	57
phage_lambda	CHG	OT	1	52	88	52	98	53
phage_lambda	CHG	OT	1	53	95	50	103	54
phage_lambda	CHG	OT	1	54	89	47	100	50
phage_lambda	CHG	OT	1	55	77	46	90	48
phage_lambda	CHG	OT	1	56	79	60	85	64
phage_lambda	CHG	OT	1	57	65	51	69	51
phage_lambda	CHG	OT	1	58	90	56	100	59
phage_lambda	CHG	OT	1	59	48	39	52	40
phage_lambda	CHG	OT	1	6	60	46	62	46
phage_lambda	CHG	OT	1	60	60	43	65	43
phage_lambda	CHG	OT	1	61	57	39	61	41
phage_lambda	CHG	OT	1	62	53	41	55	43
phage_lambda	CHG	OT	1	63	60	36	68	38
phage_lambda	CHG	OT	1	64	49	23	54	23
phage_lambda	CHG	OT	1	65	31	36	33	37
phage_lambda	CHG	OT	1	66	32	32	34	32
phage_lambda	CHG	OT	1	67	33	29	38	31
phage_lambda	CHG	OT	1	68	36	24	36	26
phage_lambda	CHG	OT	1	69	46	19	46	19
phage_lambda	CHG	OT	1	7	54	60	56	61
phage_lambda	CHG	OT	1	70	40	17	40	18
phage_lambda	CHG	OT	1	71	22	17	22	17
phage_lambda	CHG	OT	1	72	28	14	32	14
phage_lambda	CHG	OT	1	73	34	29	36	30
phage_lambda	CHG	OT	1	74	25	23	25	23
phage_lambda	CHG	OT	1	75	31	25	32	26
phage_lambda	CHG	OT	1	76	34	22	37	23
phage_lambda	CHG	OT	1	8	71	70	73	75
phage_lambda	CHG	OT	1	9	75	56	77	61
phage_lambda	CHG	OT	2	1	100	40	105	40
phage_lambda	CHG	OT	2	10	94	58	100	63
phage_lambda	CHG	OT	2	11	82	55	86	55
phage_lambda	CHG	OT	2	12	63	80	67	80
phage_lambda	CHG	OT	2	13	91	41	97	45
phage_lambda	CHG	OT	2	14	117	89	122	91
phage_lambda	CHG	OT	2	15	103	52	113	53
phage_lambda	CHG	OT	2	16	96	82	96	85
phage_lambda	CHG	OT	2	17	113	64	115	66
phage_lambda	CHG	OT	2	18	111	82	118	85
phage_lambda	CHG	OT	2	19	123	68	137	73
phage_lambda	CHG	OT	2	2	51	71	52	75
phage_lambda	CHG	OT	2	20	121	94	126	97
phage_lambda	CHG	OT	2	21	120	101	126	105
phage_lambda	CHG	OT	2	22	122	89	127	91
phage_lambda	CHG	OT	2	23	135	95	148	99
phage_lambda	CHG	OT	2	24	142	88	154	92
phage_lambda	CHG	OT	2	25	143	82	147	87
phage_lambda	CHG	OT	2	26	111	100	113	107
phage_lambda	CHG	OT	2	27	116	91	124	97
phage_lambda	CHG	OT	2	28	139	81	154	85
phage_lambda	CHG	OT	2	29	151	99	166	104
phage_lambda	CHG	OT	2	3	73	47	76	48
phage_lambda	CHG	OT	2	30	99	87	102	92
phage_lambda	CHG	OT	2	31	119	90	128	94
phage_lambda	CHG	OT	2	32	142	93	152	97
phage_lambda	CHG	OT	2	33	149	99	163	104
phage_lambda	CHG	OT	2	34	137	79	142	79
phage_lambda	CHG	OT	2	35	117	80	126	82
phage_lambda	CHG	OT	2	36	102	89	114	91
phage_lambda	CHG	OT	2	37	109	75	115	80
phage_lambda	CHG	OT	2	38	134	83	147	91
phage_lambda	CHG	OT	2	39	97	68	101	71
phage_lambda	CHG	OT	2	4	83	58	87	61
phage_lambda	CHG	OT	2	40	106	60	116	62
phage_lambda	CHG	OT	2	41	91	65	99	70
phage_lambda	CHG	OT	2	42	95	64	102	67
phage_lambda	CHG	OT	2	43	99	67	100	70
phage_lambda	CHG	OT	2	44	98	78	104	80
phage_lambda	CHG	OT	2	45	74	65	79	65
phage_lambda	CHG	OT	2	46	89	48	101	49
phage_lambda	CHG	OT	2	47	70	60	75	63
phage_lambda	CHG	OT	2	48	84	54	88	58
phage_lambda	CHG	OT	2	49	76	41	80	42
phage_lambda	CHG	OT	2	5	77	57	80	58
phage_lambda	CHG	OT	2	50	74	44	83	46
phage_lambda	CHG	OT	2	51	56	52	61	53
phage_lambda	CHG	OT	2	52	54	32	56	32
phage_lambda	CHG	OT	2	53	59	32	68	33
phage_lambda	CHG	OT	2	54	39	32	39	35
phage_lambda	CHG	OT	2	55	48	43	51	46
phage_lambda	CHG	OT	2	56	55	45	57	48
phage_lambda	CHG	OT	2	57	39	31	40	31
phage_lambda	CHG	OT	2	58	56	34	60	35
phage_lambda	CHG	OT	2	59	34	34	34	35
phage_lambda	CHG	OT	2	6	68	51	70	52
phage_lambda	CHG	OT	2	60	24	29	26	30
phage_lambda	CHG	OT	2	61	39	24	41	26
phage_lambda	CHG	OT	2	62	24	18	24	19
phage_lambda	CHG	OT	2	63	23	23	23	23
phage_lambda	CHG	OT	2	64	23	12	25	12
phage_lambda	CHG	OT	2	65	22	26	25	26
phage_lambda	CHG	OT	2	66	16	19	18	19
phage_lambda	CHG	OT	2	67	18	17	20	20
phage_lambda	CHG	OT	2	68	30	15	31	16
phage_lambda	CHG	OT	2	69	19	15	20	15
phage_lambda	CHG	OT	2	7	74	59	76	63
phage_lambda	CHG	OT	2	70	23	14	23	15
phage_lambda	CHG	OT	2	71	11	12	11	12
phage_lambda	CHG	OT	2	72	14	15	15	16
phage_lambda	CHG	OT	2	73	20	15	21	15
phage_lambda	CHG	OT	2	74	25	9	25	10
phage_lambda	CHG	OT	2	75	18	8	19	9
phage_lambda	CHG	OT	2	76	12	7	12	7
phage_lambda	CHG	OT	2	8	89	70	93	74
phage_lambda	CHG	OT	2	9	83	73	86	77
phage_lambda	CpG	OB	1	1	288	308	638	712
phage_lambda	CpG	OB	1	10	253	354	480	657
phage_lambda	CpG	OB	1	11	225	351	457	677
phage_lambda	CpG	OB	1	12	235	360	465	649
phage_lambda	CpG	OB	1	13	246	368	489	764
phage_lambda	CpG	OB	1	14	242	353	471	666
phage_lambda	CpG	OB	1	15	216	404	423	802
phage_lambda	CpG	OB	1	16	226	403	457	705
phage_lambda	CpG	OB	1	17	230	396	455	774
phage_lambda	CpG	OB	1	18	234	413	460	756
phage_lambda	CpG	OB	1	19	260	395	478	736
phage_lambda	CpG	OB	1	2	198	300	411	571
phage_lambda	CpG	OB	1	20	249	412	458	711
phage_lambda	CpG	OB	1	21	220	422	406	789
phage_lambda	CpG	OB	1	22	222	385	423	688
phage_lambda	CpG	OB	1	23	239	417	449	748
phage_lambda	CpG	OB	1	24	255	376	457	635
phage_lambda	CpG	OB	1	25	222	406	399	721
phage_lambda	CpG	OB	1	26	274	411	471	662
phage_lambda	CpG	OB	1	27	250	413	417	727
phage_lambda	CpG	OB	1	28	232	409	403	640
phage_lambda	CpG	OB	1	29	228	433	398	709
phage_lambda	CpG	OB	1	3	185	307	392	628
phage_lambda	CpG	OB	1	30	249	407	462	689
phage_lambda	CpG	OB	1	31	241	384	418	627
phage_lambda	CpG	OB	1	32	251	407	437	678
phage_lambda	CpG	OB	1	33	222	381	412	650
phage_lambda	CpG	OB	1	34	257	348	461	570
phage_lambda	CpG	OB	1	35	246	398	436	668
phage_lambda	CpG	OB	1	36	222	366	429	613
phage_lambda	CpG	OB	1	37	198	303	356	555
phage_lambda	CpG	OB	1	38	232	339	433	587
phage_lambda	CpG	OB	1	39	232	355	412	622
phage_lambda	CpG	OB	1	4	228	264	473	556
phage_lambda	CpG	OB	1	40	219	380	441	628
phage_lambda	CpG	OB	1	41	199	324	372	603
phage_lambda	CpG	OB	1	42	204	307	421	553
phage_lambda	CpG	OB	1	43	203	322	384	581
phage_lambda	CpG	OB	1	44	190	262	426	521
phage_lambda	CpG	OB	1	45	169	285	355	575
phage_lambda	CpG	OB	1	46	189	272	438	534
phage_lambda	CpG	OB	1	47	186	257	390	543
phage_lambda	CpG	OB	1	48	178	269	393	527
phage_lambda	CpG	OB	1	49	179	256	392	558
phage_lambda	CpG	OB	1	5	195	326	415	681
phage_lambda	CpG	OB	1	50	159	249	374	525
phage_lambda	CpG	OB	1	51	172	271	356	533
phage_lambda	CpG	OB	1	52	164	210	388	473
phage_lambda	CpG	OB	1	53	156	239	309	475
phage_lambda	CpG	OB	1	54	156	222	325	410
phage_lambda	CpG	OB	1	55	131	199	274	410
phage_lambda	CpG	OB	1	56	151	172	300	317
phage_lambda	CpG	OB	1	57	146	202	259	369
phage_lambda	CpG	OB	1	58	115	173	247	300
phage_lambda	CpG	OB	1	59	118	153	197	262
phage_lambda	CpG	OB	1	6	219	317	429	617
phage_lambda	CpG	OB	1	60	104	176	186	289
phage_lambda	CpG	OB	1	61	109	153	177	259
phage_lambda	CpG	OB	1	62	98	140	164	215
phage_lambda	CpG	OB	1	63	113	146	174	237
phage_lambda	CpG	OB	1	64	100	166	159	233
phage_lambda	CpG	OB	1	65	103	137	158	201
phage_lambda	CpG	OB	1	66	97	126	143	189
phage_lambda	CpG	OB	1	67	83	125	126	180
phage_lambda	CpG	OB	1	68	107	126	149	187
phage_lambda	CpG	OB	1	69	90	96	131	160
phage_lambda	CpG	OB	1	7	225	328	443	729
phage_lambda	CpG	OB	1	70	64	112	96	173
phage_lambda	CpG	OB	1	71	89	120	132	187
phage_lambda	CpG	OB	1	72	91	103	157	185
phage_lambda	CpG	OB	1	73	68	89	112	146
phage_lambda	CpG	OB	1	74	75	85	120	130
phage_lambda	CpG	OB	1	75	55	100	83	169
phage_lambda	CpG	OB	1	76	69	42	117	70
phage_lambda	CpG	OB	1	8	217	285	450	614
phage_lambda	CpG	OB	1	9	233	335	483	723
phage_lambda	CpG	OB	2	1	193	286	436	644
phage_lambda	CpG	OB	2	10	220	279	435	582
phage_lambda	CpG	OB	2	11	181	297	387	609
phage_lambda	CpG	OB	2	12	188	276	398	590
phage_lambda	CpG	OB	2	13	210	317	434	660
phage_lambda	CpG	OB	2	14	221	304	455	609
phage_lambda	CpG	OB	2	15	190	341	407	694
phage_lambda	CpG	OB	2	16	219	345	438	684
phage_lambda	CpG	OB	2	17	179	338	369	715
phage_lambda	CpG	OB	2	18	194	363	387	688
phage_lambda	CpG	OB	2	19	194	362	389	675
phage_lambda	CpG	OB	2	2	206	226	456	460
phage_lambda	CpG	OB	2	20	209	324	384	602
phage_lambda	CpG	OB	2	21	184	356	356	669
phage_lambda	CpG	OB	2	22	214	319	384	594
phage_lambda	CpG	OB	2	23	179	332	349	634
phage_lambda	CpG	OB	2	24	210	338	412	592
phage_lambda	CpG	OB	2	25	192	381	340	657
phage_lambda	CpG	OB	2	26	188	344	340	590
phage_lambda	CpG	OB	2	27	206	350	361	596
phage_lambda	CpG	OB	2	28	210	367	346	577
phage_lambda	CpG	OB	2	29	193	376	348	594
phage_lambda	CpG	OB	2	3	145	245	314	519
phage_lambda	CpG	OB	2	30	217	336	390	570
phage_lambda	CpG	OB	2	31	220	369	378	587
phage_lambda	CpG	OB	2	32	217	374	396	613
phage_lambda	CpG	OB	2	33	216	335	375	581
phage_lambda	CpG	OB	2	34	232	370	401	603
phage_lambda	CpG	OB	2	35	231	377	414	622
phage_lambda	CpG	OB	2	36	235	337	440	582
phage_lambda	CpG	OB	2	37	203	321	370	578
phage_lambda	CpG	OB	2	38	245	382	453	664
phage_lambda	CpG	OB	2	39	227	352	435	635
phage_lambda	CpG	OB	2	4	172	239	367	481
phage_lambda	CpG	OB	2	40	224	383	442	659
phage_lambda	CpG	OB	2	41	207	365	424	628
phage_lambda	CpG	OB	2	42	229	334	463	642
phage_lambda	CpG	OB	2	43	227	378	455	667
phage_lambda	CpG	OB	2	44	243	311	481	612
phage_lambda	CpG	OB	2	45	209	317	455	653
phage_lambda	CpG	OB	2	46	226	330	512	647
phage_lambda	CpG	OB	2	47	223	310	491	640
phage_lambda	CpG	OB	2	48	203	290	472	634
phage_lambda	CpG	OB	2	49	180	322	437	634
phage_lambda	CpG	OB	2	5	173	274	383	550
phage_lambda	CpG	OB	2	50	195	291	481	589
phage_lambda	CpG	OB	2	51	197	307	428	596
phage_lambda	CpG	OB	2	52	184	263	402	524
phage_lambda	CpG	OB	2	53	147	235	355	486
phage_lambda	CpG	OB	2	54	174	259	357	491
phage_lambda	CpG	OB	2	55	178	234	344	438
phage_lambda	CpG	OB	2	56	137	218	261	374
phage_lambda	CpG	OB	2	57	149	242	281	391
phage_lambda	CpG	OB	2	58	168	221	298	349
phage_lambda	CpG	OB	2	59	141	211	220	320
phage_lambda	CpG	OB	2	6	179	269	336	503
phage_lambda	CpG	OB	2	60	148	203	253	334
phage_lambda	CpG	OB	2	61	138	190	230	325
phage_lambda	CpG	OB	2	62	134	196	212	276
phage_lambda	CpG	OB	2	63	147	160	225	265
phage_lambda	CpG	OB	2	64	116	185	199	268
phage_lambda	CpG	OB	2	65	110	176	191	259
phage_lambda	CpG	OB	2	66	123	166	178	246
phage_lambda	CpG	OB	2	67	125	157	177	242
phage_lambda	CpG	OB	2	68	139	145	222	232
phage_lambda	CpG	OB	2	69	96	155	159	229
phage_lambda	CpG	OB	2	7	179	264	376	572
phage_lambda	CpG	OB	2	70	129	167	204	248
phage_lambda	CpG	OB	2	71	114	177	176	287
phage_lambda	CpG	OB	2	72	109	132	168	195
phage_lambda	CpG	OB	2	73	100	118	148	179
phage_lambda	CpG	OB	2	74	117	97	172	147
phage_lambda	CpG	OB	2	75	82	64	116	91
phage_lambda	CpG	OB	2	76	62	0	86	0
phage_lambda	CpG	OB	2	8	171	249	377	551
phage_lambda	CpG	OB	2	9	191	262	417	657
phage_lambda	CpG	OT	1	1	64	39	67	41
phage_lambda	CpG	OT	1	10	41	81	42	83
phage_lambda	CpG	OT	1	11	51	63	54	64
phage_lambda	CpG	OT	1	12	54	79	57	83
phage_lambda	CpG	OT	1	13	45	80	46	82
phage_lambda	CpG	OT	1	14	40	84	41	90
phage_lambda	CpG	OT	1	15	49	67	52	72
phage_lambda	CpG	OT	1	16	48	65	51	70
phage_lambda	CpG	OT	1	17	41	76	42	84
phage_lambda	CpG	OT	1	18	45	92	48	94
phage_lambda	CpG	OT	1	19	42	67	44	69
phage_lambda	CpG	OT	1	2	32	91	32	92
phage_lambda	CpG	OT	1	20	57	94	59	96
phage_lambda	CpG	OT	1	21	46	91	48	94
phage_lambda	CpG	OT	1	22	42	62	45	65
phage_lambda	CpG	OT	1	23	45	90	45	92
phage_lambda	CpG	OT	1	24	51	94	53	94
phage_lambda	CpG	OT	1	25	46	75	50	78
phage_lambda	CpG	OT	1	26	62	92	63	96
phage_lambda	CpG	OT	1	27	52	89	54	93
phage_lambda	CpG	OT	1	28	66	103	69	107
phage_lambda	CpG	OT	1	29	57	97	57	98
phage_lambda	CpG	OT	1	3	37	52	37	57
phage_lambda	CpG	OT	1	30	67	82	71	84
phage_lambda	CpG	OT	1	31	56	104	57	109
phage_lambda	CpG	OT	1	32	57	92	57	94
phage_lambda	CpG	OT	1	33	65	88	68	93
phage_lambda	CpG	OT	1	34	52	73	57	77
phage_lambda	CpG	OT	1	35	50	85	50	87
phage_lambda	CpG	OT	1	36	45	87	45	91
phage_lambda	CpG	OT	1	37	56	59	59	61
phage_lambda	CpG	OT	1	38	54	78	54	87
phage_lambda	CpG	OT	1	39	65	90	73	94
phage_lambda	CpG	OT	1	4	52	54	52	55
phage_lambda	CpG	OT	1	40	50	96	51	98
phage_lambda	CpG	OT	1	41	51	76	58	80
phage_lambda	CpG	OT	1	42	61	79	65	82
phage_lambda	CpG	OT	1	43	53	81	58	84
phage_lambda	CpG	OT	1	44	57	75	60	77
phage_lambda	CpG	OT	1	45	66	83	69	86
phage_lambda	CpG	OT	1	46	54	83	57	84
phage_lambda	CpG	OT	1	47	52	74	54	75
phage_lambda	CpG	OT	1	48	61	88	68	88
phage_lambda	CpG	OT	1	49	57	78	62	79
phage_lambda	CpG	OT	1	5	46	71	48	73
phage_lambda	CpG	OT	1	50	38	63	39	65
phage_lambda	CpG	OT	1	51	67	65	75	66
phage_lambda	CpG	OT	1	52	40	64	44	67
phage_lambda	CpG	OT	1	53	41	52	43	54
phage_lambda	CpG	OT	1	54	37	54	39	58
phage_lambda	CpG	OT	1	55	47	38	49	41
phage_lambda	CpG	OT	1	56	38	48	38	51
phage_lambda	CpG	OT	1	57	32	47	34	48
phage_lambda	CpG	OT	1	58	47	46	49	47
phage_lambda	CpG	OT	1	59	30	44	31	44
phage_lambda	CpG	OT	1	6	50	58	50	58
phage_lambda	CpG	OT	1	60	25	36	25	37
phage_lambda	CpG	OT	1	61	25	40	27	44
phage_lambda	CpG	OT	1	62	42	32	43	34
phage_lambda	CpG	OT	1	63	21	33	23	34
phage_lambda	CpG	OT	1	64	31	39	32	39
phage_lambda	CpG	OT	1	65	27	26	29	29
phage_lambda	CpG	OT	1	66	23	31	23	33
phage_lambda	CpG	OT	1	67	31	39	31	40
phage_lambda	CpG	OT	1	68	20	28	20	30
phage_lambda	CpG	OT	1	69	28	31	29	34
phage_lambda	CpG	OT	1	7	44	66	45	67
phage_lambda	CpG	OT	1	70	26	35	26	35
phage_lambda	CpG	OT	1	71	19	47	19	52
phage_lambda	CpG	OT	1	72	30	22	33	23
phage_lambda	CpG	OT	1	73	31	26	31	30
phage_lambda	CpG	OT	1	74	28	33	32	33
phage_lambda	CpG	OT	1	75	45	19	48	19
phage_lambda	CpG	OT	1	76	27	16	28	17
phage_lambda	CpG	OT	1	8	41	70	43	71
phage_lambda	CpG	OT	1	9	57	53	59	55
phage_lambda	CpG	OT	2	1	62	45	64	47
phage_lambda	CpG	OT	2	10	47	87	47	90
