chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
phage_lambda	CpG	OT	2	27	0	1	0	1
plasmid_puc19c	CHH	OT	1	19	0	1	0	1
plasmid_puc19c	CHH	OT	1	21	0	1	0	1
plasmid_puc19c	CHH	OT	1	31	0	1	0	1
plasmid_puc19c	CHH	OT	1	35	0	1	0	1
plasmid_puc19c	CHH	OT	1	37	0	1	0	1
plasmid_puc19c	CHH	OT	1	43	0	1	0	1
plasmid_puc19c	CHH	OT	1	51	0	1	0	1
plasmid_puc19c	CHH	OT	2	20	0	1	0	1
plasmid_puc19c	CHH	OT	2	30	0	1	0	1
plasmid_puc19c	CHH	OT	2	36	0	1	0	1
plasmid_puc19c	CHH	OT	2	42	0	1	0	1
plasmid_puc19c	CHH	OT	2	54	0	1	0	1
plasmid_puc19c	CHG	OT	1	24	1	0	1	0
plasmid_puc19c	CHG	OT	1	47	0	1	0	1
plasmid_puc19c	CHG	OT	1	64	1	0	1	0
plasmid_puc19c	CHG	OT	2	23	1	0	1	0
plasmid_puc19c	CHG	OT	2	38	0	1	0	1
plasmid_puc19c	CHG	OT	2	46	0	1	0	1
plasmid_puc19c	CHG	OT	2	67	1	0	1	0
plasmid_puc19c	CpG	OT	1	17	0	1	0	1
plasmid_puc19c	CpG	OT	1	25	0	1	0	1
plasmid_puc19c	CpG	OT	1	33	0	1	0	1
plasmid_puc19c	CpG	OT	1	45	0	1	0	1
plasmid_puc19c	CpG	OT	1	49	0	1	0	1
plasmid_puc19c	CpG	OT	1	53	0	1	0	1
plasmid_puc19c	CpG	OT	1	57	0	1	0	1
plasmid_puc19c	CpG	OT	1	61	0	1	0	1
plasmid_puc19c	CpG	OT	1	67	0	1	0	1
plasmid_puc19c	CpG	OT	2	16	0	1	0	1
plasmid_puc19c	CpG	OT	2	24	0	1	0	1
plasmid_puc19c	CpG	OT	2	32	0	1	0	1
plasmid_puc19c	CpG	OT	2	44	0	1	0	1
plasmid_puc19c	CpG	OT	2	52	0	1	0	1
plasmid_puc19c	CpG	OT	2	56	0	1	0	1
plasmid_puc19c	CpG	OT	2	6	0	1	0	1
plasmid_puc19c	CpG	OT	2	60	0	1	0	1
plasmid_puc19c	CpG	OT	2	64	0	1	0	1
plasmid_puc19c	CpG	OT	2	70	0	1	0	1
phage_T4	CHH	OB	1	1	2	1	2	1
phage_T4	CHH	OB	1	10	1	2	1	2
phage_T4	CHH	OB	1	11	2	2	2	2
phage_T4	CHH	OB	1	12	1	1	1	1
phage_T4	CHH	OB	1	13	0	1	0	1
phage_T4	CHH	OB	1	14	0	3	0	3
phage_T4	CHH	OB	1	15	1	3	1	3
phage_T4	CHH	OB	1	16	1	5	1	5
phage_T4	CHH	OB	1	17	5	1	5	1
phage_T4	CHH	OB	1	18	2	4	2	4
phage_T4	CHH	OB	1	19	1	1	1	1
phage_T4	CHH	OB	1	2	2	1	2	1
phage_T4	CHH	OB	1	20	1	5	1	5
phage_T4	CHH	OB	1	21	4	1	4	1
phage_T4	CHH	OB	1	22	2	3	2	3
phage_T4	CHH	OB	1	23	1	3	1	3
phage_T4	CHH	OB	1	24	3	3	3	3
phage_T4	CHH	OB	1	25	3	3	3	3
phage_T4	CHH	OB	1	26	3	2	3	2
phage_T4	CHH	OB	1	27	1	3	1	3
phage_T4	CHH	OB	1	28	1	3	1	3
phage_T4	CHH	OB	1	29	2	2	2	2
phage_T4	CHH	OB	1	3	2	0	2	0
phage_T4	CHH	OB	1	30	4	3	4	3
phage_T4	CHH	OB	1	31	2	3	2	3
phage_T4	CHH	OB	1	32	3	2	3	2
phage_T4	CHH	OB	1	33	2	3	2	3
phage_T4	CHH	OB	1	34	0	1	0	1
phage_T4	CHH	OB	1	35	2	0	2	0
phage_T4	CHH	OB	1	36	2	3	2	3
phage_T4	CHH	OB	1	37	1	0	1	0
phage_T4	CHH	OB	1	38	2	2	2	2
phage_T4	CHH	OB	1	39	2	3	2	3
phage_T4	CHH	OB	1	40	4	1	4	1
phage_T4	CHH	OB	1	41	2	0	2	0
phage_T4	CHH	OB	1	42	2	2	2	2
phage_T4	CHH	OB	1	43	4	4	4	4
phage_T4	CHH	OB	1	44	3	1	3	1
phage_T4	CHH	OB	1	45	5	3	5	3
phage_T4	CHH	OB	1	46	2	5	2	5
phage_T4	CHH	OB	1	47	0	1	0	1
phage_T4	CHH	OB	1	48	1	4	1	4
phage_T4	CHH	OB	1	49	2	6	2	6
phage_T4	CHH	OB	1	5	2	5	2	5
phage_T4	CHH	OB	1	50	0	1	0	1
phage_T4	CHH	OB	1	51	4	1	4	1
phage_T4	CHH	OB	1	52	2	5	2	5
phage_T4	CHH	OB	1	53	2	1	2	1
phage_T4	CHH	OB	1	54	1	1	1	1
phage_T4	CHH	OB	1	55	0	2	0	2
phage_T4	CHH	OB	1	56	1	1	1	1
phage_T4	CHH	OB	1	57	1	2	1	2
phage_T4	CHH	OB	1	58	1	2	1	2
phage_T4	CHH	OB	1	59	2	2	2	2
phage_T4	CHH	OB	1	6	2	2	2	2
phage_T4	CHH	OB	1	60	3	4	3	4
phage_T4	CHH	OB	1	61	1	0	1	0
phage_T4	CHH	OB	1	62	1	0	1	0
phage_T4	CHH	OB	1	63	2	3	2	3
phage_T4	CHH	OB	1	64	0	3	0	3
phage_T4	CHH	OB	1	65	0	2	0	2
phage_T4	CHH	OB	1	66	3	1	3	1
phage_T4	CHH	OB	1	67	0	1	0	1
phage_T4	CHH	OB	1	68	2	1	2	1
phage_T4	CHH	OB	1	69	2	1	2	1
phage_T4	CHH	OB	1	7	1	1	1	1
phage_T4	CHH	OB	1	70	0	1	0	1
phage_T4	CHH	OB	1	71	1	2	1	2
phage_T4	CHH	OB	1	72	1	2	1	2
phage_T4	CHH	OB	1	73	0	1	0	1
phage_T4	CHH	OB	1	76	2	1	2	1
phage_T4	CHH	OB	1	8	1	1	1	1
phage_T4	CHH	OB	1	9	2	1	2	1
phage_T4	CHH	OB	2	1	0	1	0	1
phage_T4	CHH	OB	2	11	1	1	1	1
phage_T4	CHH	OB	2	12	2	1	2	1
phage_T4	CHH	OB	2	14	1	2	1	2
phage_T4	CHH	OB	2	15	1	2	1	2
phage_T4	CHH	OB	2	16	0	1	0	1
phage_T4	CHH	OB	2	17	3	1	3	1
phage_T4	CHH	OB	2	18	3	5	3	5
phage_T4	CHH	OB	2	2	0	1	0	1
phage_T4	CHH	OB	2	20	1	1	1	1
phage_T4	CHH	OB	2	21	2	1	2	1
phage_T4	CHH	OB	2	22	1	0	1	0
phage_T4	CHH	OB	2	23	2	1	2	1
phage_T4	CHH	OB	2	24	4	3	4	3
phage_T4	CHH	OB	2	25	0	1	0	1
phage_T4	CHH	OB	2	26	1	2	1	2
phage_T4	CHH	OB	2	27	4	5	4	5
phage_T4	CHH	OB	2	28	1	2	1	2
phage_T4	CHH	OB	2	29	3	1	3	1
phage_T4	CHH	OB	2	3	2	0	2	0
phage_T4	CHH	OB	2	30	6	5	6	5
phage_T4	CHH	OB	2	31	1	3	1	3
phage_T4	CHH	OB	2	32	0	4	0	4
phage_T4	CHH	OB	2	33	2	5	2	5
phage_T4	CHH	OB	2	34	0	2	0	2
phage_T4	CHH	OB	2	35	1	2	1	2
phage_T4	CHH	OB	2	36	3	4	3	4
phage_T4	CHH	OB	2	37	1	2	1	2
phage_T4	CHH	OB	2	38	3	0	3	0
phage_T4	CHH	OB	2	39	3	3	3	3
phage_T4	CHH	OB	2	40	0	2	0	2
phage_T4	CHH	OB	2	41	2	0	2	0
phage_T4	CHH	OB	2	42	4	2	4	2
phage_T4	CHH	OB	2	43	1	2	1	2
phage_T4	CHH	OB	2	44	2	1	2	1
phage_T4	CHH	OB	2	45	4	5	4	5
phage_T4	CHH	OB	2	46	0	4	0	4
phage_T4	CHH	OB	2	47	1	2	1	2
phage_T4	CHH	OB	2	48	3	4	3	4
phage_T4	CHH	OB	2	49	3	1	3	1
phage_T4	CHH	OB	2	5	1	2	1	2
phage_T4	CHH	OB	2	50	3	2	3	2
phage_T4	CHH	OB	2	51	2	4	2	4
phage_T4	CHH	OB	2	52	1	2	1	2
phage_T4	CHH	OB	2	53	3	3	3	3
phage_T4	CHH	OB	2	54	3	1	3	1
phage_T4	CHH	OB	2	55	2	0	2	0
phage_T4	CHH	OB	2	56	2	2	2	2
phage_T4	CHH	OB	2	57	4	2	4	2
phage_T4	CHH	OB	2	58	1	1	1	1
phage_T4	CHH	OB	2	59	3	2	3	2
phage_T4	CHH	OB	2	6	2	2	2	2
phage_T4	CHH	OB	2	60	0	4	0	4
phage_T4	CHH	OB	2	62	6	0	6	0
phage_T4	CHH	OB	2	63	2	2	2	2
phage_T4	CHH	OB	2	64	1	2	1	2
phage_T4	CHH	OB	2	65	1	1	1	1
phage_T4	CHH	OB	2	66	2	2	2	2
phage_T4	CHH	OB	2	67	3	0	3	0
phage_T4	CHH	OB	2	68	2	2	2	2
phage_T4	CHH	OB	2	69	1	2	1	2
phage_T4	CHH	OB	2	70	2	3	2	3
phage_T4	CHH	OB	2	72	0	2	0	2
phage_T4	CHH	OB	2	73	2	1	2	1
phage_T4	CHH	OB	2	74	1	0	1	0
phage_T4	CHH	OB	2	76	2	0	2	0
phage_T4	CHH	OB	2	9	5	0	5	0
phage_T4	CHH	OT	1	1	1	0	1	0
phage_T4	CHH	OT	1	10	0	3	0	3
phage_T4	CHH	OT	1	11	1	2	1	2
phage_T4	CHH	OT	1	12	3	2	3	2
phage_T4	CHH	OT	1	13	0	3	0	3
phage_T4	CHH	OT	1	14	3	0	3	0
phage_T4	CHH	OT	1	15	0	6	0	6
phage_T4	CHH	OT	1	16	2	2	2	2
phage_T4	CHH	OT	1	17	3	1	3	1
phage_T4	CHH	OT	1	18	3	2	3	2
phage_T4	CHH	OT	1	19	4	1	4	1
phage_T4	CHH	OT	1	2	0	2	0	2
phage_T4	CHH	OT	1	20	4	4	4	4
phage_T4	CHH	OT	1	21	3	2	3	2
phage_T4	CHH	OT	1	22	5	4	5	4
phage_T4	CHH	OT	1	23	1	2	1	2
phage_T4	CHH	OT	1	24	4	4	4	4
phage_T4	CHH	OT	1	25	5	1	5	1
phage_T4	CHH	OT	1	26	3	5	3	5
phage_T4	CHH	OT	1	27	5	3	5	3
phage_T4	CHH	OT	1	28	4	2	4	2
phage_T4	CHH	OT	1	29	8	3	8	3
phage_T4	CHH	OT	1	3	0	1	0	1
phage_T4	CHH	OT	1	30	5	7	5	7
phage_T4	CHH	OT	1	31	4	1	4	1
phage_T4	CHH	OT	1	32	5	5	5	5
phage_T4	CHH	OT	1	33	3	5	3	5
phage_T4	CHH	OT	1	34	7	2	7	2
phage_T4	CHH	OT	1	35	7	3	7	3
phage_T4	CHH	OT	1	36	3	6	3	6
phage_T4	CHH	OT	1	37	7	6	7	6
phage_T4	CHH	OT	1	38	6	8	6	8
phage_T4	CHH	OT	1	39	3	7	3	7
phage_T4	CHH	OT	1	4	1	0	1	0
phage_T4	CHH	OT	1	40	3	6	3	6
phage_T4	CHH	OT	1	41	4	3	4	3
phage_T4	CHH	OT	1	42	4	5	4	5
phage_T4	CHH	OT	1	43	8	5	8	5
phage_T4	CHH	OT	1	44	5	4	5	4
phage_T4	CHH	OT	1	45	6	11	6	11
phage_T4	CHH	OT	1	46	7	6	7	6
phage_T4	CHH	OT	1	47	12	7	12	7
phage_T4	CHH	OT	1	48	6	1	6	1
phage_T4	CHH	OT	1	5	1	1	1	1
phage_T4	CHH	OT	1	50	3	2	3	2
phage_T4	CHH	OT	1	51	2	4	2	4
phage_T4	CHH	OT	1	52	4	4	4	4
phage_T4	CHH	OT	1	53	5	4	5	4
phage_T4	CHH	OT	1	54	8	2	8	2
phage_T4	CHH	OT	1	55	7	5	7	5
phage_T4	CHH	OT	1	56	5	5	5	5
phage_T4	CHH	OT	1	57	2	3	2	3
phage_T4	CHH	OT	1	58	1	2	1	2
phage_T4	CHH	OT	1	59	5	3	5	3
phage_T4	CHH	OT	1	6	1	0	1	0
phage_T4	CHH	OT	1	60	5	4	5	4
phage_T4	CHH	OT	1	61	3	3	3	3
phage_T4	CHH	OT	1	62	2	4	2	4
phage_T4	CHH	OT	1	63	3	4	3	4
phage_T4	CHH	OT	1	64	1	5	1	5
phage_T4	CHH	OT	1	65	0	4	0	4
phage_T4	CHH	OT	1	66	2	0	2	0
phage_T4	CHH	OT	1	67	4	1	4	1
phage_T4	CHH	OT	1	68	1	5	1	5
phage_T4	CHH	OT	1	69	0	5	0	5
phage_T4	CHH	OT	1	7	1	3	1	3
phage_T4	CHH	OT	1	70	1	3	1	3
phage_T4	CHH	OT	1	71	3	2	3	2
phage_T4	CHH	OT	1	72	0	1	0	1
phage_T4	CHH	OT	1	74	0	1	0	1
phage_T4	CHH	OT	1	75	2	1	2	1
phage_T4	CHH	OT	1	76	0	1	0	1
phage_T4	CHH	OT	1	9	2	1	2	1
phage_T4	CHH	OT	2	1	1	1	1	1
phage_T4	CHH	OT	2	10	0	4	0	4
phage_T4	CHH	OT	2	11	3	5	3	5
phage_T4	CHH	OT	2	12	2	1	2	1
phage_T4	CHH	OT	2	13	3	4	3	4
phage_T4	CHH	OT	2	14	4	1	4	1
phage_T4	CHH	OT	2	15	3	6	3	6
phage_T4	CHH	OT	2	16	5	1	5	1
phage_T4	CHH	OT	2	17	2	2	2	2
phage_T4	CHH	OT	2	18	7	3	7	3
phage_T4	CHH	OT	2	19	5	1	5	1
phage_T4	CHH	OT	2	2	2	1	2	1
phage_T4	CHH	OT	2	20	5	5	5	5
phage_T4	CHH	OT	2	21	6	2	6	2
phage_T4	CHH	OT	2	22	6	4	6	4
phage_T4	CHH	OT	2	23	7	4	7	4
phage_T4	CHH	OT	2	24	5	5	5	5
phage_T4	CHH	OT	2	25	8	2	8	2
phage_T4	CHH	OT	2	26	3	8	3	8
phage_T4	CHH	OT	2	27	4	2	4	2
phage_T4	CHH	OT	2	28	4	4	4	4
phage_T4	CHH	OT	2	29	7	3	7	3
phage_T4	CHH	OT	2	3	0	2	0	2
phage_T4	CHH	OT	2	30	6	8	6	8
phage_T4	CHH	OT	2	31	7	2	7	2
phage_T4	CHH	OT	2	32	4	11	4	11
phage_T4	CHH	OT	2	33	7	2	7	2
phage_T4	CHH	OT	2	34	9	9	9	9
phage_T4	CHH	OT	2	35	8	3	8	3
phage_T4	CHH	OT	2	36	3	4	3	4
phage_T4	CHH	OT	2	37	4	5	4	5
phage_T4	CHH	OT	2	38	5	10	5	10
phage_T4	CHH	OT	2	39	3	9	3	9
phage_T4	CHH	OT	2	4	1	2	1	2
phage_T4	CHH	OT	2	40	6	2	6	2
phage_T4	CHH	OT	2	41	5	5	5	5
phage_T4	CHH	OT	2	42	4	5	4	5
phage_T4	CHH	OT	2	43	7	7	7	7
phage_T4	CHH	OT	2	44	4	5	4	5
phage_T4	CHH	OT	2	45	4	6	4	6
phage_T4	CHH	OT	2	46	8	7	8	7
phage_T4	CHH	OT	2	47	4	4	4	4
phage_T4	CHH	OT	2	48	4	3	4	3
phage_T4	CHH	OT	2	49	0	3	0	3
phage_T4	CHH	OT	2	50	6	2	6	2
phage_T4	CHH	OT	2	51	5	4	5	4
phage_T4	CHH	OT	2	52	2	5	2	5
phage_T4	CHH	OT	2	53	8	1	8	1
phage_T4	CHH	OT	2	54	5	7	5	7
phage_T4	CHH	OT	2	55	2	4	2	4
phage_T4	CHH	OT	2	56	0	4	0	4
phage_T4	CHH	OT	2	57	1	1	1	1
phage_T4	CHH	OT	2	58	3	5	3	5
phage_T4	CHH	OT	2	59	4	5	4	5
phage_T4	CHH	OT	2	6	4	1	4	1
phage_T4	CHH	OT	2	60	4	0	4	0
phage_T4	CHH	OT	2	61	5	3	5	3
phage_T4	CHH	OT	2	62	0	6	0	6
phage_T4	CHH	OT	2	63	1	1	1	1
phage_T4	CHH	OT	2	64	1	2	1	2
phage_T4	CHH	OT	2	65	0	2	0	2
phage_T4	CHH	OT	2	66	1	4	1	4
phage_T4	CHH	OT	2	68	1	2	1	2
phage_T4	CHH	OT	2	69	1	4	1	4
phage_T4	CHH	OT	2	7	1	4	1	4
phage_T4	CHH	OT	2	70	1	0	1	0
phage_T4	CHH	OT	2	72	1	0	1	0
phage_T4	CHH	OT	2	73	1	1	1	1
phage_T4	CHH	OT	2	75	0	2	0	2
phage_T4	CHH	OT	2	76	0	1	0	1
phage_T4	CHH	OT	2	8	1	0	1	0
phage_T4	CHH	OT	2	9	4	4	4	4
phage_T4	CHG	OB	1	10	2	0	2	0
phage_T4	CHG	OB	1	11	0	1	0	1
phage_T4	CHG	OB	1	12	2	1	2	1
phage_T4	CHG	OB	1	13	2	0	2	0
phage_T4	CHG	OB	1	14	1	2	1	2
phage_T4	CHG	OB	1	17	0	1	0	1
phage_T4	CHG	OB	1	19	0	1	0	1
phage_T4	CHG	OB	1	21	0	1	0	1
phage_T4	CHG	OB	1	24	0	1	0	1
phage_T4	CHG	OB	1	25	1	0	1	0
phage_T4	CHG	OB	1	3	0	1	0	1
phage_T4	CHG	OB	1	32	1	0	1	0
phage_T4	CHG	OB	1	33	1	0	1	0
phage_T4	CHG	OB	1	4	0	2	0	2
phage_T4	CHG	OB	1	41	0	1	0	1
phage_T4	CHG	OB	1	42	1	1	1	1
phage_T4	CHG	OB	1	44	1	0	1	0
phage_T4	CHG	OB	1	45	0	3	0	3
phage_T4	CHG	OB	1	46	1	0	1	0
phage_T4	CHG	OB	1	47	0	1	0	1
phage_T4	CHG	OB	1	48	0	1	0	1
phage_T4	CHG	OB	1	49	1	0	1	0
phage_T4	CHG	OB	1	5	1	1	1	1
phage_T4	CHG	OB	1	54	1	1	1	1
phage_T4	CHG	OB	1	55	1	2	1	2
phage_T4	CHG	OB	1	58	1	0	1	0
phage_T4	CHG	OB	1	60	0	1	0	1
phage_T4	CHG	OB	1	61	1	1	1	1
phage_T4	CHG	OB	1	62	2	1	2	1
phage_T4	CHG	OB	1	63	0	1	0	1
phage_T4	CHG	OB	1	64	1	1	1	1
phage_T4	CHG	OB	1	66	0	1	0	1
phage_T4	CHG	OB	1	70	2	1	2	1
phage_T4	CHG	OB	1	74	0	1	0	1
phage_T4	CHG	OB	1	75	0	1	0	1
phage_T4	CHG	OB	1	76	2	1	2	1
phage_T4	CHG	OB	1	8	2	1	2	1
phage_T4	CHG	OB	1	9	0	1	0	1
phage_T4	CHG	OB	2	11	0	1	0	1
phage_T4	CHG	OB	2	12	3	1	3	1
phage_T4	CHG	OB	2	14	1	1	1	1
phage_T4	CHG	OB	2	17	1	0	1	0
phage_T4	CHG	OB	2	20	0	1	0	1
phage_T4	CHG	OB	2	21	1	2	1	2
phage_T4	CHG	OB	2	23	0	1	0	1
phage_T4	CHG	OB	2	24	2	0	2	0
phage_T4	CHG	OB	2	25	1	0	1	0
phage_T4	CHG	OB	2	28	0	1	0	1
phage_T4	CHG	OB	2	3	0	2	0	2
phage_T4	CHG	OB	2	30	0	1	0	1
phage_T4	CHG	OB	2	32	1	0	1	0
phage_T4	CHG	OB	2	33	2	1	2	1
phage_T4	CHG	OB	2	40	0	1	0	1
phage_T4	CHG	OB	2	42	1	2	1	2
phage_T4	CHG	OB	2	44	1	0	1	0
phage_T4	CHG	OB	2	45	0	2	0	2
phage_T4	CHG	OB	2	46	1	0	1	0
phage_T4	CHG	OB	2	48	0	2	0	2
phage_T4	CHG	OB	2	5	2	0	2	0
phage_T4	CHG	OB	2	51	1	0	1	0
phage_T4	CHG	OB	2	52	0	1	0	1
phage_T4	CHG	OB	2	54	0	1	0	1
phage_T4	CHG	OB	2	58	1	0	1	0
phage_T4	CHG	OB	2	60	0	1	0	1
phage_T4	CHG	OB	2	62	1	0	1	0
phage_T4	CHG	OB	2	64	0	1	0	1
phage_T4	CHG	OB	2	65	0	1	0	1
phage_T4	CHG	OB	2	66	1	0	1	0
phage_T4	CHG	OB	2	68	0	1	0	1
phage_T4	CHG	OB	2	71	1	1	1	1
phage_T4	CHG	OB	2	8	1	1	1	1
phage_T4	CHG	OT	1	11	1	0	1	0
phage_T4	CHG	OT	1	22	0	1	0	1
phage_T4	CHG	OT	1	32	1	0	1	0
phage_T4	CHG	OT	1	38	0	1	0	1
phage_T4	CHG	OT	1	40	1	0	1	0
phage_T4	CHG	OT	1	42	1	2	1	2
phage_T4	CHG	OT	1	44	1	0	1	0
phage_T4	CHG	OT	1	45	1	0	1	0
phage_T4	CHG	OT	1	49	1	0	1	0
phage_T4	CHG	OT	1	52	0	1	0	1
phage_T4	CHG	OT	1	64	0	1	0	1
phage_T4	CHG	OT	1	65	1	0	1	0
phage_T4	CHG	OT	1	68	1	0	1	0
phage_T4	CHG	OT	1	71	0	1	0	1
phage_T4	CHG	OT	1	72	0	1	0	1
phage_T4	CHG	OT	1	73	2	3	2	3
phage_T4	CHG	OT	1	75	1	0	1	0
phage_T4	CHG	OT	1	8	0	1	0	1
phage_T4	CHG	OT	2	15	1	0	1	0
phage_T4	CHG	OT	2	22	0	1	0	1
phage_T4	CHG	OT	2	37	2	0	2	0
phage_T4	CHG	OT	2	38	0	1	0	1
phage_T4	CHG	OT	2	39	0	1	0	1
phage_T4	CHG	OT	2	4	1	0	1	0
phage_T4	CHG	OT	2	41	0	1	0	1
phage_T4	CHG	OT	2	42	0	1	0	1
phage_T4	CHG	OT	2	43	0	1	0	1
phage_T4	CHG	OT	2	45	1	0	1	0
phage_T4	CHG	OT	2	46	0	1	0	1
phage_T4	CHG	OT	2	48	1	0	1	0
phage_T4	CHG	OT	2	50	0	1	0	1
phage_T4	CHG	OT	2	54	1	0	1	0
phage_T4	CHG	OT	2	55	1	0	1	0
phage_T4	CHG	OT	2	56	0	2	0	2
phage_T4	CHG	OT	2	59	1	1	1	1
phage_T4	CHG	OT	2	60	0	1	0	1
phage_T4	CHG	OT	2	61	0	1	0	1
phage_T4	CHG	OT	2	64	0	1	0	1
phage_T4	CHG	OT	2	65	1	0	1	0
phage_T4	CHG	OT	2	68	0	2	0	2
phage_T4	CHG	OT	2	69	0	1	0	1
phage_T4	CHG	OT	2	71	1	2	1	2
phage_T4	CHG	OT	2	72	0	1	0	1
phage_T4	CHG	OT	2	75	1	0	1	0
phage_T4	CHG	OT	2	76	1	0	1	0
phage_T4	CHG	OT	2	9	1	1	1	1
phage_T4	CpG	OB	1	14	1	0	1	0
phage_T4	CpG	OB	1	2	1	0	1	0
phage_T4	CpG	OB	1	24	0	1	0	1
phage_T4	CpG	OB	1	27	0	1	0	1
phage_T4	CpG	OB	1	29	0	1	0	1
phage_T4	CpG	OB	1	3	1	2	1	2
