chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
genome_hic_scaffold_1_RagTag	CHG	OB	2	15	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	16	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	17	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	18	13	1	13	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	19	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	2	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	20	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	21	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	22	14	1	14	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	23	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	24	12	2	12	2
genome_hic_scaffold_1_RagTag	CHG	OB	2	25	6	1	6	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	26	10	1	10	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	27	14	1	14	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	28	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	29	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	3	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	30	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	31	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	32	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	33	13	1	13	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	34	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	35	7	4	7	4
genome_hic_scaffold_1_RagTag	CHG	OB	2	36	17	0	17	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	37	6	2	6	2
genome_hic_scaffold_1_RagTag	CHG	OB	2	38	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	39	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	4	3	0	3	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	40	16	1	16	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	41	10	1	10	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	42	5	1	5	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	43	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	44	14	2	14	2
genome_hic_scaffold_1_RagTag	CHG	OB	2	45	6	1	6	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	46	16	1	16	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	47	4	1	4	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	48	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	49	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	5	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	50	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	51	9	2	9	2
genome_hic_scaffold_1_RagTag	CHG	OB	2	52	15	0	15	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	53	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	54	4	0	4	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	55	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	56	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	57	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	58	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	59	14	1	14	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	6	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	60	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	61	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	62	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	63	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	64	13	1	13	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	65	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	66	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	67	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	68	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	69	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	7	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	70	16	0	16	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	71	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	72	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	73	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	74	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OB	2	75	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	76	2	0	2	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	8	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OB	2	9	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	1	13	2	13	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	10	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	11	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	12	18	0	18	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	13	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	14	14	2	14	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	15	16	0	16	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	16	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	17	11	1	11	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	18	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	19	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	2	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	20	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	21	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	22	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	23	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	24	14	1	14	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	25	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	26	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	27	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	28	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	29	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	3	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	30	6	1	6	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	31	7	2	7	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	32	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	33	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	34	18	0	18	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	35	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	36	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	37	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	38	15	0	15	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	39	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	4	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	40	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	41	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	42	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	43	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	44	10	2	10	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	45	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	46	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	47	14	1	14	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	48	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	49	4	1	4	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	5	15	1	15	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	50	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	51	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	52	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	53	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	54	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	55	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	56	15	0	15	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	57	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	58	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	59	10	2	10	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	6	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	60	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	61	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	62	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	63	5	2	5	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	64	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	65	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	66	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	67	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	68	15	0	15	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	69	11	1	11	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	7	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	70	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	71	4	0	4	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	72	12	2	12	2
genome_hic_scaffold_1_RagTag	CHG	OT	1	73	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	74	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	75	13	1	13	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	76	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OT	1	8	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OT	1	9	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	1	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	10	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	11	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	12	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	13	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	14	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	15	11	1	11	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	16	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	17	17	1	17	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	18	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	19	16	0	16	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	2	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	20	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	21	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	22	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	23	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	24	4	0	4	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	25	7	3	7	3
genome_hic_scaffold_1_RagTag	CHG	OT	2	26	12	1	12	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	27	13	1	13	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	28	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	29	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	3	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	30	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	31	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	32	6	1	6	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	33	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	34	15	0	15	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	35	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	36	15	2	15	2
genome_hic_scaffold_1_RagTag	CHG	OT	2	37	11	1	11	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	38	10	1	10	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	39	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	4	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	40	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	41	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	42	3	2	3	2
genome_hic_scaffold_1_RagTag	CHG	OT	2	43	18	0	18	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	44	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	45	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	46	9	2	9	2
genome_hic_scaffold_1_RagTag	CHG	OT	2	47	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	48	8	1	8	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	49	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	5	13	0	13	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	50	15	0	15	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	51	11	3	11	3
genome_hic_scaffold_1_RagTag	CHG	OT	2	52	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	53	6	0	6	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	54	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	55	9	1	9	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	56	10	1	10	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	57	11	1	11	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	58	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	59	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	6	11	1	11	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	60	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	61	9	0	9	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	62	6	1	6	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	63	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	64	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	65	7	1	7	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	66	10	0	10	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	67	4	1	4	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	68	8	0	8	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	69	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	7	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	70	14	0	14	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	71	11	0	11	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	72	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	73	4	1	4	1
genome_hic_scaffold_1_RagTag	CHG	OT	2	74	12	0	12	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	75	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	76	5	0	5	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	8	7	0	7	0
genome_hic_scaffold_1_RagTag	CHG	OT	2	9	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	1	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	10	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	11	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	12	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	13	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	14	7	0	7	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	15	9	0	9	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	16	6	2	6	2
genome_hic_scaffold_1_RagTag	CpG	OB	1	17	9	0	9	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	18	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	19	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	2	9	0	9	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	20	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	21	8	0	8	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	22	7	1	7	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	23	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	24	7	0	7	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	25	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	26	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	27	6	1	6	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	28	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	29	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	3	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	30	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	31	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	32	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	33	7	0	7	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	34	2	0	2	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	35	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	36	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	37	2	0	2	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	38	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	39	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	4	10	0	10	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	40	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	41	5	1	5	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	42	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	43	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	44	2	0	2	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	45	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	46	10	0	10	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	47	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	48	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	49	4	1	4	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	5	7	2	7	2
genome_hic_scaffold_1_RagTag	CpG	OB	1	50	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	51	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	52	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	53	7	0	7	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	54	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	55	3	1	3	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	56	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	57	8	0	8	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	58	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	59	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	6	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	60	8	1	8	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	61	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	62	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	63	4	1	4	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	64	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	65	6	0	6	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	66	9	0	9	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	67	5	0	5	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	68	3	0	3	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	69	3	1	3	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	7	7	0	7	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	70	4	0	4	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	71	3	1	3	1
genome_hic_scaffold_1_RagTag	CpG	OB	1	72	1	0	1	0
genome_hic_scaffold_1_RagTag	CpG	OB	1	73	2	1	2	1
